gene_id,bits,source,old_index,repair_component_id,f1_actually_trained,tavg_nm,delta_t_nm
3e15b61da072f14975b0953fd3a61f8cedb68c1cef0806750c4e0434ad21054c,110010000110100001011111101111111101011111111101001111110111110001110101111011111111101101100111011001100010000111100111,old_train,38608,38608,True,3.067931727112802,0.6075420398260278
3e1849dfc84c80f4aec1b6a91f6ccec6345822aeaf889d0307bc773110dd0083,101101100101100011111111111100001000010111110011101011111111101110101011111111111001101111011101111011111111010001110111,old_train,36183,36183,True,3.2909490390185656,0.1056319545057387
3e210b399bc4ec0927941769cf88c99005731018370a3afb1381e0f0a5be5b67,100010001010011101010001011110011010111111111010111011110001111111111011111111011111101110110011101101110011010001101101,old_unused_train_pool,23564,23563,False,3.1612660823711756,0.6085604734736711
3e210d72c3d93c2dbda1292598437d683f6465637467f96c53b81aedf481d803,110100011100110011100110011111101101100011110100010001110110111011111111111111111110111110001111110011100111010001111011,old_train,42033,42033,True,3.1112763595431345,0.4882771490018678
3e214ae3f73edae0491b8990470538a8ad4c67194a6a33ca4da779247e048a03,111110111101000111001110111111111100011011110111111110110111100001101011111011100111101110111111010001010101001100101101,old_unused_train_pool,61406,61403,False,2.9680347475901603,0.244751223649065
3e2162da3edbb04beec141ffe0d4e90a424f2f966b6fd41723623970da2cd6a7,111110110101110011100110011111101100011111111101000111111111110110101111111111111100111111111101010011111011101101110110,old_train,59667,59664,True,3.415991806405827,0.28926484163574484
3e240ac159c7cfd75b78e58d64415a0e72d6e557470a8f1f9de6217b624974d5,111111001111111111011001100011101111111111111111111100111100100011111111110111110000100011111111001111111001110000111110,train_G,,,False,3.1951820850372314,0.7944579720497131
3e242060e1fc4dc37f14c2f124fe4c18755269cded0ac917b15a91847d21c3a0,111111011100111001111001101111101110111111111100010111111111110110101111111111101001101111011101111111100111010011111010,old_train,63745,63741,True,3.4283835761161665,0.134169464429299
3e26b4111c6dc22f59dc5208292f0cc4249b1be50f35a7e82b3f8c718c193602,000110110111011101010110011101010101100011001101011111110000111111110101110011101000101111101101101110110101000100101001,old_unused_train_pool,2679,2679,False,2.701001062967372,0.21377125338708192
3e271b91618ff5edb17b1f2518e5b61fc7124c35e9e939a90747b70f2d8f4e05,111010100101011001110101000111111000011011011101101111110110110110111101111111101110111111011011110011111011010100111101,old_train,52224,52224,True,3.212789166604374,0.2631025606263542
3e28a568ccf7074c22f1655edc5e57446a915b5359c14259b7d71cba19a8763c,111100000110101000011111100111000111101111111001101110110010100110111101101111111110101111100011101111111101001100101101,old_unused_train_pool,54319,54316,False,3.023475426302577,0.3510844004277449
3e28ee83d10f3557be8c62228d65ded21d3a1cfd21b0690d8bcbc4961dc80373,100110100111100001011101101111101001101111111101001111111110111111110111011111101000101111101101001110111001101000101111,old_unused_train_pool,28995,28995,False,3.1295772424191437,0.3061821524440358
